sale_id,sale_date,customer_id,product,category,quantity,unit_price,status,channel,region,brand,cost,list_price,sales_amount,total_cost,profit,profit_margin
S0279,2026-03-07,C082,麦克风,音频,1,323.1,paid,线上,华南,星科,210,359,323.1,210,113.1,35.0
S0280,2026-03-25,C103,鼠标,外设,1,99.0,paid,线下,华南,星科,45,99,99.0,45,54.0,54.55
S0281,2026-06-05,C072,鼠标,外设,1,99.0,paid,线上,华东,星科,45,99,99.0,45,54.0,54.55
S0282,2026-04-28,C080,鼠标,外设,2,89.1,paid,线上,华北,星科,45,99,178.2,90,88.2,49.49
S0283,2026-02-20,C109,耳机,音频,4,359.1,paid,线上,西南,声浪,240,399,1436.4,960,476.4,33.17
S0285,2026-05-08,C015,鼠标,外设,1,99.0,paid,线下,华南,星科,45,99,99.0,45,54.0,54.55
S0286,2026-02-03,C061,鼠标,外设,4,89.1,paid,线上,华南,星科,45,99,356.4,180,176.4,49.49
S0287,2026-01-24,C038,机械键盘,外设,2,284.05,paid,线上,华南,雷鸟,180,299,568.1,360,208.1,36.63
S0288,2026-03-17,C109,机械键盘,外设,1,284.05,paid,线下,华南,雷鸟,180,299,284.05,180,104.05,36.63
S0289,2026-05-03,C022,鼠标,外设,1,94.05,paid,线上,华东,星科,45,99,94.05,45,49.05,52.15
S0290,2026-06-18,C079,麦克风,音频,1,376.95,paid,线上,华中,星科,210,359,376.95,210,166.95,44.29
S0291,2026-05-04,C042,音箱,音频,3,449.1,paid,线上,华东,声浪,320,499,1347.3,960,387.3,28.75
S0292,2026-03-30,C030,鼠标,外设,1,99.0,paid,线上,华南,星科,45,99,99.0,45,54.0,54.55
S0294,2026-02-19,C091,音箱,音频,1,499.0,paid,线下,华北,声浪,320,499,499.0,320,179.0,35.87
S0295,2026-06-03,C076,鼠标,外设,3,94.05,paid,线上,华南,星科,45,99,282.15,135,147.15,52.15
S0296,2026-04-09,C068,麦克风,音频,1,359.0,paid,线下,西南,星科,210,359,359.0,210,149.0,41.5
S0298,2026-06-20,C001,鼠标,外设,1,103.95,paid,线上,华东,星科,45,99,103.95,45,58.95,56.71
S0299,2026-05-05,C038,鼠标,外设,2,99.0,paid,线上,华东,星科,45,99,198.0,90,108.0,54.55
S0301,2026-02-17,C073,鼠标,外设,3,99.0,paid,线上,华北,星科,45,99,297.0,135,162.0,54.55
S0302,2026-01-20,C103,显示器,显示设备,4,1169.1,paid,线下,华南,视界,900,1299,4676.4,3600,1076.4,23.02
S0303,2026-02-05,C040,耳机,音频,4,399.0,paid,线下,西南,声浪,240,399,1596.0,960,636.0,39.85
S0304,2026-05-22,C112,摄像头,外设,3,269.1,paid,线上,华东,视界,150,299,807.3,450,357.3,44.26
S0305,2026-03-18,C070,鼠标,外设,1,103.95,paid,线上,华东,星科,45,99,103.95,45,58.95,56.71
S0307,2026-03-14,C089,麦克风,音频,4,359.0,paid,线下,华南,星科,210,359,1436.0,840,596.0,41.5
S0308,2026-03-28,C092,音箱,音频,2,499.0,paid,线上,华中,声浪,320,499,998.0,640,358.0,35.87
S0309,2026-04-15,C074,鼠标,外设,3,99.0,paid,线上,华中,星科,45,99,297.0,135,162.0,54.55
S0311,2026-05-16,C081,耳机,音频,4,379.05,paid,线上,华南,声浪,240,399,1516.2,960,556.2,36.68
S0312,2026-02-01,C042,鼠标,外设,4,103.95,paid,线上,华中,星科,45,99,415.8,180,235.8,56.71
S0313,2026-05-04,C113,显示器,显示设备,4,1299.0,paid,线上,华北,视界,900,1299,5196.0,3600,1596.0,30.72
S0314,2026-02-01,C006,耳机,音频,1,399.0,paid,线上,华中,声浪,240,399,399.0,240,159.0,39.85
S0315,2026-05-29,C054,鼠标,外设,3,103.95,paid,线下,华北,星科,45,99,311.85,135,176.85,56.71
S0317,2026-04-29,C027,耳机,音频,3,359.1,paid,线下,华中,声浪,240,399,1077.3,720,357.3,33.17
S0318,2026-04-05,C072,麦克风,音频,3,323.1,paid,线上,华南,星科,210,359,969.3,630,339.3,35.0
S0319,2026-05-14,C005,麦克风,音频,4,323.1,paid,线下,华中,星科,210,359,1292.4,840,452.4,35.0
S0320,2026-05-26,C034,鼠标,外设,4,99.0,paid,线上,华东,星科,45,99,396.0,180,216.0,54.55
S0321,2026-01-13,C074,耳机,音频,4,399.0,paid,线上,华东,声浪,240,399,1596.0,960,636.0,39.85
S0322,2026-02-07,C085,耳机,音频,3,399.0,paid,线上,华南,声浪,240,399,1197.0,720,477.0,39.85
S0323,2026-06-29,C030,摄像头,外设,2,299.0,paid,线下,华东,视界,150,299,598.0,300,298.0,49.83
S0325,2026-03-12,C098,机械键盘,外设,3,299.0,paid,线上,西南,雷鸟,180,299,897.0,540,357.0,39.8
S0327,2026-01-25,C054,鼠标,外设,2,103.95,paid,线下,华南,星科,45,99,207.9,90,117.9,56.71
S0328,2026-02-05,C066,麦克风,音频,4,341.05,paid,线上,华南,星科,210,359,1364.2,840,524.2,38.43
S0329,2026-06-28,C098,投影仪,显示设备,2,2499.0,paid,线下,华东,光影,1800,2499,4998.0,3600,1398.0,27.97
S0330,2026-04-12,C036,显示器,显示设备,4,1299.0,paid,线下,华北,视界,900,1299,5196.0,3600,1596.0,30.72
S0331,2026-05-05,C057,耳机,音频,1,399.0,paid,线下,华南,声浪,240,399,399.0,240,159.0,39.85
S0332,2026-04-06,C061,机械键盘,外设,4,299.0,paid,线上,华北,雷鸟,180,299,1196.0,720,476.0,39.8
S0333,2026-02-23,C042,机械键盘,外设,4,299.0,paid,线上,华北,雷鸟,180,299,1196.0,720,476.0,39.8
S0335,2026-03-19,C028,耳机,音频,3,399.0,paid,线下,华北,声浪,240,399,1197.0,720,477.0,39.85
S0336,2026-03-19,C117,显示器,显示设备,4,1299.0,paid,线下,华中,视界,900,1299,5196.0,3600,1596.0,30.72
S0337,2026-06-06,C039,鼠标,外设,2,89.1,paid,线上,华南,星科,45,99,178.2,90,88.2,49.49
S0339,2026-03-09,C008,鼠标,外设,1,94.05,paid,线上,华中,星科,45,99,94.05,45,49.05,52.15
S0340,2026-04-17,C050,鼠标,外设,2,103.95,paid,线下,华南,星科,45,99,207.9,90,117.9,56.71
S0341,2026-06-16,C024,鼠标,外设,3,99.0,paid,线上,华东,星科,45,99,297.0,135,162.0,54.55
S0342,2026-06-02,C024,摄像头,外设,4,299.0,paid,线下,华中,视界,150,299,1196.0,600,596.0,49.83
S0343,2026-06-07,C023,显示器,显示设备,3,1299.0,paid,线下,华南,视界,900,1299,3897.0,2700,1197.0,30.72
S0344,2026-04-20,C053,鼠标,外设,1,99.0,paid,线上,华中,星科,45,99,99.0,45,54.0,54.55
S0346,2026-04-03,C078,显示器,显示设备,4,1169.1,paid,线上,华北,视界,900,1299,4676.4,3600,1076.4,23.02
S0347,2026-04-09,C082,音箱,音频,4,523.95,paid,线上,华东,声浪,320,499,2095.8,1280,815.8,38.93
S0348,2026-02-18,C016,耳机,音频,1,359.1,paid,线下,华北,声浪,240,399,359.1,240,119.1,33.17
S0349,2026-03-12,C040,麦克风,音频,1,359.0,paid,线上,华东,星科,210,359,359.0,210,149.0,41.5
S0351,2026-04-25,C109,麦克风,音频,4,359.0,paid,线上,华中,星科,210,359,1436.0,840,596.0,41.5
S0352,2026-06-10,C113,显示器,显示设备,2,1169.1,paid,线上,华东,视界,900,1299,2338.2,1800,538.2,23.02
S0353,2026-01-22,C030,鼠标,外设,3,94.05,paid,线上,华南,星科,45,99,282.15,135,147.15,52.15
S0354,2026-02-24,C002,鼠标,外设,1,99.0,paid,线上,华东,星科,45,99,99.0,45,54.0,54.55
S0355,2026-02-20,C104,机械键盘,外设,3,299.0,paid,线上,西南,雷鸟,180,299,897.0,540,357.0,39.8
S0358,2026-05-17,C011,耳机,音频,4,399.0,paid,线上,华东,声浪,240,399,1596.0,960,636.0,39.85
S0360,2026-05-04,C044,摄像头,外设,1,299.0,paid,线上,华中,视界,150,299,299.0,150,149.0,49.83
S0361,2026-02-20,C065,投影仪,显示设备,1,2499.0,paid,线上,华北,光影,1800,2499,2499.0,1800,699.0,27.97
S0363,2026-01-01,C031,麦克风,音频,3,341.05,paid,线上,华南,星科,210,359,1023.15,630,393.15,38.43
S0364,2026-03-05,C020,鼠标,外设,4,99.0,paid,线下,华北,星科,45,99,396.0,180,216.0,54.55
S0365,2026-01-06,C024,机械键盘,外设,3,284.05,paid,线上,华南,雷鸟,180,299,852.15,540,312.15,36.63
S0366,2026-02-27,C076,鼠标,外设,1,99.0,paid,线上,华东,星科,45,99,99.0,45,54.0,54.55
S0367,2026-01-26,C043,麦克风,音频,3,323.1,paid,线上,华东,星科,210,359,969.3,630,339.3,35.0
S0368,2026-01-05,C074,机械键盘,外设,4,299.0,paid,线下,华东,雷鸟,180,299,1196.0,720,476.0,39.8
S0369,2026-02-02,C043,麦克风,音频,1,359.0,paid,线下,华北,星科,210,359,359.0,210,149.0,41.5
S0370,2026-04-25,C065,机械键盘,外设,3,269.1,paid,线上,华东,雷鸟,180,299,807.3,540,267.3,33.11
S0371,2026-03-03,C113,音箱,音频,4,499.0,paid,线上,西南,声浪,320,499,1996.0,1280,716.0,35.87
S0372,2026-02-10,C116,耳机,音频,1,359.1,paid,线上,华东,声浪,240,399,359.1,240,119.1,33.17
S0373,2026-01-09,C033,音箱,音频,2,499.0,paid,线上,华北,声浪,320,499,998.0,640,358.0,35.87
S0374,2026-02-05,C111,机械键盘,外设,3,299.0,paid,线上,华北,雷鸟,180,299,897.0,540,357.0,39.8
S0376,2026-04-27,C023,机械键盘,外设,4,313.95,paid,线上,华东,雷鸟,180,299,1255.8,720,535.8,42.67
S0377,2026-02-04,C036,鼠标,外设,4,94.05,paid,线上,西南,星科,45,99,376.2,180,196.2,52.15
S0378,2026-06-24,C113,机械键盘,外设,3,299.0,paid,线下,华东,雷鸟,180,299,897.0,540,357.0,39.8
S0380,2026-04-05,C095,音箱,音频,4,449.1,paid,线下,华中,声浪,320,499,1796.4,1280,516.4,28.75
S0381,2026-05-13,C033,机械键盘,外设,4,284.05,paid,线上,华南,雷鸟,180,299,1136.2,720,416.2,36.63
S0382,2026-06-05,C090,耳机,音频,3,359.1,paid,线下,华北,声浪,240,399,1077.3,720,357.3,33.17
S0383,2026-06-06,C071,显示器,显示设备,1,1299.0,paid,线上,华北,视界,900,1299,1299.0,900,399.0,30.72
S0384,2026-03-28,C014,音箱,音频,3,499.0,paid,线下,华中,声浪,320,499,1497.0,960,537.0,35.87
S0385,2026-05-22,C063,鼠标,外设,2,94.05,paid,线上,华中,星科,45,99,188.1,90,98.1,52.15
S0386,2026-01-30,C031,鼠标,外设,3,89.1,paid,线下,华东,星科,45,99,267.3,135,132.3,49.49
S0387,2026-04-10,C010,音箱,音频,4,523.95,paid,线上,西南,声浪,320,499,2095.8,1280,815.8,38.93
S0390,2026-01-09,C090,音箱,音频,3,499.0,paid,线上,西南,声浪,320,499,1497.0,960,537.0,35.87
S0391,2026-02-09,C117,音箱,音频,2,474.05,paid,线上,华中,声浪,320,499,948.1,640,308.1,32.5
S0392,2026-06-29,C017,麦克风,音频,1,359.0,paid,线上,华中,星科,210,359,359.0,210,149.0,41.5
S0393,2026-04-06,C030,显示器,显示设备,1,1363.95,paid,线下,华东,视界,900,1299,1363.95,900,463.95,34.02
S0396,2026-02-04,C080,鼠标,外设,4,99.0,paid,线下,华南,星科,45,99,396.0,180,216.0,54.55
S0397,2026-02-03,C048,鼠标,外设,4,99.0,paid,线下,华中,星科,45,99,396.0,180,216.0,54.55
S0398,2026-02-10,C016,鼠标,外设,4,99.0,paid,线上,华中,星科,45,99,396.0,180,216.0,54.55
S0399,2026-05-21,C116,显示器,显示设备,2,1299.0,paid,线上,华中,视界,900,1299,2598.0,1800,798.0,30.72
S0400,2026-04-18,C043,显示器,显示设备,1,1299.0,paid,线下,华北,视界,900,1299,1299.0,900,399.0,30.72
S0401,2026-03-25,C021,机械键盘,外设,3,299.0,paid,线上,华东,雷鸟,180,299,897.0,540,357.0,39.8
S0402,2026-06-22,C107,麦克风,音频,3,376.95,paid,线上,华东,星科,210,359,1130.85,630,500.85,44.29
S0403,2026-02-28,C039,机械键盘,外设,2,299.0,paid,线上,华南,雷鸟,180,299,598.0,360,238.0,39.8
S0404,2026-04-27,C034,鼠标,外设,1,99.0,paid,线下,华中,星科,45,99,99.0,45,54.0,54.55
S0405,2026-05-25,C081,音箱,音频,4,474.05,paid,线上,华东,声浪,320,499,1896.2,1280,616.2,32.5
S0407,2026-02-11,C096,机械键盘,外设,3,269.1,paid,线下,华北,雷鸟,180,299,807.3,540,267.3,33.11
S0408,2026-02-28,C115,投影仪,显示设备,1,2499.0,paid,线下,华南,光影,1800,2499,2499.0,1800,699.0,27.97
S0409,2026-06-25,C079,耳机,音频,2,418.95,paid,线上,华南,声浪,240,399,837.9,480,357.9,42.71
S0410,2026-06-08,C092,机械键盘,外设,1,299.0,paid,线上,华南,雷鸟,180,299,299.0,180,119.0,39.8
S0411,2026-03-21,C084,机械键盘,外设,3,299.0,paid,线上,西南,雷鸟,180,299,897.0,540,357.0,39.8
S0413,2026-03-08,C016,投影仪,显示设备,1,2623.95,paid,线上,华南,光影,1800,2499,2623.95,1800,823.95,31.4
S0414,2026-04-09,C106,耳机,音频,3,399.0,paid,线上,华中,声浪,240,399,1197.0,720,477.0,39.85
S0416,2026-02-27,C043,机械键盘,外设,1,299.0,paid,线上,华东,雷鸟,180,299,299.0,180,119.0,39.8
S0419,2026-04-18,C087,摄像头,外设,4,299.0,paid,线下,华北,视界,150,299,1196.0,600,596.0,49.83
S0420,2026-03-09,C059,显示器,显示设备,2,1363.95,paid,线下,华北,视界,900,1299,2727.9,1800,927.9,34.02
S0422,2026-04-05,C001,摄像头,外设,1,299.0,paid,线上,华北,视界,150,299,299.0,150,149.0,49.83
S0424,2026-02-27,C046,投影仪,显示设备,3,2374.05,paid,线下,华中,光影,1800,2499,7122.15,5400,1722.15,24.18
S0425,2026-03-18,C106,机械键盘,外设,4,299.0,paid,线上,西南,雷鸟,180,299,1196.0,720,476.0,39.8
S0426,2026-03-12,C119,机械键盘,外设,1,299.0,paid,线上,华东,雷鸟,180,299,299.0,180,119.0,39.8
S0427,2026-05-15,C085,鼠标,外设,2,94.05,paid,线下,华北,星科,45,99,188.1,90,98.1,52.15
S0428,2026-02-24,C103,摄像头,外设,2,284.05,paid,线上,西南,视界,150,299,568.1,300,268.1,47.19
S0429,2026-05-21,C082,机械键盘,外设,1,269.1,paid,线上,华北,雷鸟,180,299,269.1,180,89.1,33.11
S0431,2026-02-13,C111,鼠标,外设,3,89.1,paid,线上,华东,星科,45,99,267.3,135,132.3,49.49
S0432,2026-04-17,C059,显示器,显示设备,4,1299.0,paid,线上,华东,视界,900,1299,5196.0,3600,1596.0,30.72
S0433,2026-06-28,C071,鼠标,外设,2,103.95,paid,线上,华南,星科,45,99,207.9,90,117.9,56.71
S0434,2026-01-16,C019,麦克风,音频,1,359.0,paid,线上,华东,星科,210,359,359.0,210,149.0,41.5
S0435,2026-06-02,C049,耳机,音频,3,379.05,paid,线上,华南,声浪,240,399,1137.15,720,417.15,36.68
S0437,2026-02-02,C038,耳机,音频,1,399.0,paid,线上,华东,声浪,240,399,399.0,240,159.0,39.85
S0438,2026-05-10,C077,鼠标,外设,1,103.95,paid,线上,华中,星科,45,99,103.95,45,58.95,56.71
S0439,2026-06-15,C103,机械键盘,外设,1,269.1,paid,线上,华南,雷鸟,180,299,269.1,180,89.1,33.11
S0440,2026-05-27,C009,鼠标,外设,3,89.1,paid,线上,华东,星科,45,99,267.3,135,132.3,49.49
S0441,2026-03-12,C080,鼠标,外设,4,89.1,paid,线上,华南,星科,45,99,356.4,180,176.4,49.49
S0442,2026-03-19,C093,显示器,显示设备,3,1169.1,paid,线上,华北,视界,900,1299,3507.3,2700,807.3,23.02
S0443,2026-02-09,C080,麦克风,音频,4,323.1,paid,线上,华中,星科,210,359,1292.4,840,452.4,35.0
S0444,2026-01-29,C092,鼠标,外设,4,99.0,paid,线上,华南,星科,45,99,396.0,180,216.0,54.55
S0445,2026-06-17,C066,机械键盘,外设,2,299.0,paid,线上,华东,雷鸟,180,299,598.0,360,238.0,39.8
S0446,2026-02-10,C009,耳机,音频,2,418.95,paid,线下,华南,声浪,240,399,837.9,480,357.9,42.71
S0447,2026-03-27,C053,机械键盘,外设,3,299.0,paid,线上,华南,雷鸟,180,299,897.0,540,357.0,39.8
S0449,2026-01-07,C076,摄像头,外设,4,284.05,paid,线上,华东,视界,150,299,1136.2,600,536.2,47.19
S0450,2026-06-15,C026,鼠标,外设,4,94.05,paid,线上,华南,星科,45,99,376.2,180,196.2,52.15
S0451,2026-06-07,C086,麦克风,音频,3,359.0,paid,线上,华东,星科,210,359,1077.0,630,447.0,41.5
S0452,2026-04-05,C087,摄像头,外设,1,299.0,paid,线上,华南,视界,150,299,299.0,150,149.0,49.83
S0453,2026-04-25,C019,鼠标,外设,3,99.0,paid,线上,华北,星科,45,99,297.0,135,162.0,54.55
S0454,2026-06-05,C010,投影仪,显示设备,1,2249.1,paid,线下,华东,光影,1800,2499,2249.1,1800,449.1,19.97
S0455,2026-01-12,C026,机械键盘,外设,2,284.05,paid,线上,华北,雷鸟,180,299,568.1,360,208.1,36.63
S0456,2026-06-11,C104,鼠标,外设,2,99.0,paid,线上,华南,星科,45,99,198.0,90,108.0,54.55
S0457,2026-05-15,C075,鼠标,外设,1,99.0,paid,线上,华南,星科,45,99,99.0,45,54.0,54.55
S0458,2026-03-15,C080,摄像头,外设,4,269.1,paid,线上,华南,视界,150,299,1076.4,600,476.4,44.26
S0459,2026-03-05,C053,鼠标,外设,4,99.0,paid,线上,华南,星科,45,99,396.0,180,216.0,54.55
S0460,2026-02-25,C073,鼠标,外设,3,99.0,paid,线上,华北,星科,45,99,297.0,135,162.0,54.55
S0461,2026-03-10,C105,鼠标,外设,4,99.0,paid,线上,华南,星科,45,99,396.0,180,216.0,54.55
S0462,2026-01-30,C050,鼠标,外设,4,99.0,paid,线上,华北,星科,45,99,396.0,180,216.0,54.55
S0463,2026-01-30,C056,耳机,音频,1,399.0,paid,线上,华东,声浪,240,399,399.0,240,159.0,39.85
S0464,2026-03-17,C003,鼠标,外设,2,99.0,paid,线上,华南,星科,45,99,198.0,90,108.0,54.55
S0465,2026-01-16,C005,耳机,音频,2,379.05,paid,线上,华中,声浪,240,399,758.1,480,278.1,36.68
S0466,2026-02-10,C104,显示器,显示设备,1,1299.0,paid,线上,华南,视界,900,1299,1299.0,900,399.0,30.72
S0467,2026-02-08,C043,麦克风,音频,3,359.0,paid,线上,华北,星科,210,359,1077.0,630,447.0,41.5
S0469,2026-06-01,C070,耳机,音频,1,399.0,paid,线上,西南,声浪,240,399,399.0,240,159.0,39.85
S0470,2026-02-04,C059,音箱,音频,1,499.0,paid,线上,华东,声浪,320,499,499.0,320,179.0,35.87
S0471,2026-01-05,C076,鼠标,外设,1,94.05,paid,线上,华南,星科,45,99,94.05,45,49.05,52.15
S0472,2026-01-23,C038,音箱,音频,2,449.1,paid,线上,华东,声浪,320,499,898.2,640,258.2,28.75
S0474,2026-06-21,C052,显示器,显示设备,4,1234.05,paid,线上,华南,视界,900,1299,4936.2,3600,1336.2,27.07
S0475,2026-06-21,C118,摄像头,外设,1,313.95,paid,线上,华南,视界,150,299,313.95,150,163.95,52.22
S0477,2026-03-10,C070,耳机,音频,2,379.05,paid,线上,西南,声浪,240,399,758.1,480,278.1,36.68
S0478,2026-06-13,C111,麦克风,音频,1,376.95,paid,线上,西南,星科,210,359,376.95,210,166.95,44.29
S0479,2026-04-23,C051,耳机,音频,1,399.0,paid,线上,华南,声浪,240,399,399.0,240,159.0,39.85
S0480,2026-04-10,C042,鼠标,外设,3,103.95,paid,线上,华南,星科,45,99,311.85,135,176.85,56.71
S0482,2026-06-26,C041,鼠标,外设,3,89.1,paid,线上,华东,星科,45,99,267.3,135,132.3,49.49
S0483,2026-02-15,C075,鼠标,外设,3,99.0,paid,线下,华南,星科,45,99,297.0,135,162.0,54.55
S0484,2026-05-23,C002,鼠标,外设,2,103.95,paid,线上,华东,星科,45,99,207.9,90,117.9,56.71
S0485,2026-04-07,C097,耳机,音频,1,379.05,paid,线上,西南,声浪,240,399,379.05,240,139.05,36.68
S0486,2026-03-06,C009,耳机,音频,1,399.0,paid,线上,西南,声浪,240,399,399.0,240,159.0,39.85
S0487,2026-06-22,C100,机械键盘,外设,3,284.05,paid,线上,华南,雷鸟,180,299,852.15,540,312.15,36.63
S0488,2026-01-24,C080,鼠标,外设,4,99.0,paid,线下,华南,星科,45,99,396.0,180,216.0,54.55
S0489,2026-03-28,C049,鼠标,外设,4,99.0,paid,线上,华中,星科,45,99,396.0,180,216.0,54.55
S0490,2026-03-23,C108,耳机,音频,1,359.1,paid,线下,西南,声浪,240,399,359.1,240,119.1,33.17
S0491,2026-02-17,C072,机械键盘,外设,2,299.0,paid,线上,华北,雷鸟,180,299,598.0,360,238.0,39.8
S0492,2026-04-04,C012,鼠标,外设,2,89.1,paid,线上,西南,星科,45,99,178.2,90,88.2,49.49
S0493,2026-01-18,C026,耳机,音频,1,399.0,paid,线上,华北,声浪,240,399,399.0,240,159.0,39.85
S0494,2026-05-01,C062,机械键盘,外设,1,313.95,paid,线上,华中,雷鸟,180,299,313.95,180,133.95,42.67
S0495,2026-02-22,C084,机械键盘,外设,1,284.05,paid,线上,华东,雷鸟,180,299,284.05,180,104.05,36.63
S0496,2026-01-10,C058,耳机,音频,2,359.1,paid,线上,华中,声浪,240,399,718.2,480,238.2,33.17
S0497,2026-02-20,C120,耳机,音频,3,399.0,paid,线上,西南,声浪,240,399,1197.0,720,477.0,39.85
S0498,2026-01-07,C034,显示器,显示设备,4,1299.0,paid,线上,华东,视界,900,1299,5196.0,3600,1596.0,30.72
S0500,2026-02-06,C060,鼠标,外设,4,99.0,paid,线上,华中,星科,45,99,396.0,180,216.0,54.55
